Tiempo (s),Temperatura (°C),Estado Servo
1100.82,150.25,Cerrado
1101.03,150.50,Cerrado
1101.22,150.00,Cerrado
1101.43,150.50,Cerrado
1101.63,150.50,Cerrado
1101.83,150.50,Cerrado
1102.02,150.50,Cerrado
1102.23,150.50,Cerrado
1102.43,151.00,Cerrado
1102.63,150.50,Cerrado
1102.83,150.50,Cerrado
1103.04,150.25,Cerrado
1103.25,150.75,Cerrado
1103.44,150.75,Cerrado
1103.65,150.50,Cerrado
1103.86,150.75,Cerrado
1104.07,150.75,Cerrado
1104.26,150.75,Cerrado
1104.47,150.75,Cerrado
1104.67,150.75,Cerrado
1104.88,151.00,Cerrado
1105.07,151.00,Cerrado
1105.28,150.75,Cerrado
1105.49,151.00,Cerrado
1105.68,150.75,Cerrado
1105.89,150.50,Cerrado
1106.10,151.00,Cerrado
1106.30,150.75,Cerrado
1106.50,150.75,Cerrado
1106.70,150.75,Cerrado
1106.91,150.50,Cerrado
1107.10,150.50,Cerrado
1107.30,150.75,Cerrado
1107.52,150.75,Cerrado
1107.74,150.50,Cerrado
1107.94,150.75,Cerrado
1108.14,151.00,Cerrado
1108.35,150.75,Cerrado
1108.54,151.00,Cerrado
1108.75,151.00,Cerrado
1108.96,151.00,Cerrado
1109.17,150.25,Cerrado
1109.34,150.50,Cerrado
1109.55,151.00,Cerrado
1109.76,151.00,Cerrado
1109.97,150.75,Cerrado
1110.17,151.00,Cerrado
1110.37,151.25,Cerrado
1110.57,151.25,Cerrado
1110.77,150.75,Cerrado
1110.97,151.25,Cerrado
1111.18,150.75,Cerrado
1111.39,150.75,Cerrado
1111.58,151.25,Cerrado
1111.79,151.25,Cerrado
1112.00,151.25,Cerrado
1112.21,151.25,Cerrado
1112.40,151.25,Cerrado
1112.61,151.25,Cerrado
1112.81,151.00,Cerrado
1113.02,151.00,Cerrado
1113.21,151.25,Cerrado
1113.42,151.25,Cerrado
1113.63,151.00,Cerrado
1113.84,151.25,Cerrado
1114.03,151.25,Cerrado
1114.24,151.25,Cerrado
1114.44,151.25,Cerrado
1114.65,151.25,Cerrado
1114.84,151.00,Cerrado
1115.05,151.25,Cerrado
1115.26,151.25,Cerrado
1115.47,151.25,Cerrado
1115.66,151.00,Cerrado
1115.87,151.50,Cerrado
1116.08,151.25,Cerrado
1116.27,151.25,Cerrado
1116.48,151.25,Cerrado
1116.68,151.50,Cerrado
1116.89,151.00,Cerrado
1117.08,151.50,Cerrado
1117.29,151.25,Cerrado
1117.50,150.75,Cerrado
1117.71,151.50,Cerrado
1117.90,151.25,Cerrado
1118.11,151.25,Cerrado
1118.31,151.25,Cerrado
1118.52,151.00,Cerrado
1118.71,151.25,Cerrado
1118.92,151.25,Cerrado
1119.11,151.00,Cerrado
1119.32,151.00,Cerrado
1119.53,151.25,Cerrado
1119.72,151.25,Cerrado
1119.93,151.25,Cerrado
1120.14,151.50,Cerrado
1120.35,151.50,Cerrado
1120.54,151.25,Cerrado
1120.75,151.25,Cerrado
1120.95,151.50,Cerrado
1121.16,151.50,Cerrado
1121.35,151.00,Cerrado
1121.56,151.50,Cerrado
1121.77,151.50,Cerrado
1121.98,151.25,Cerrado
1122.17,151.00,Cerrado
1122.38,151.25,Cerrado
1122.60,151.25,Cerrado
1122.81,151.25,Cerrado
1123.00,151.25,Cerrado
1123.21,151.25,Cerrado
1123.43,151.50,Cerrado
1123.62,151.50,Cerrado
1123.83,151.25,Cerrado
1124.04,151.00,Cerrado
1124.25,151.50,Cerrado
1124.44,151.50,Cerrado
1124.66,151.75,Cerrado
1124.89,151.50,Cerrado
1125.10,150.75,Cerrado
1125.32,151.50,Cerrado
1125.51,150.75,Cerrado
1125.72,151.25,Cerrado
1125.93,151.25,Cerrado
1126.12,151.25,Cerrado
1126.33,151.75,Cerrado
1126.54,151.50,Cerrado
1126.74,151.00,Cerrado
1126.93,150.75,Cerrado
1127.14,151.50,Cerrado
1127.33,151.00,Cerrado
1127.54,151.00,Cerrado
1127.75,151.00,Cerrado
1127.96,151.25,Cerrado
1128.17,151.25,Cerrado
1128.36,151.25,Cerrado
1128.57,151.50,Cerrado
1128.77,151.50,Cerrado
1128.98,151.50,Cerrado
1129.17,151.25,Cerrado
1129.38,151.25,Cerrado
1129.59,151.25,Cerrado
1129.80,151.25,Cerrado
1130.01,151.50,Cerrado
1130.21,151.25,Cerrado
1130.41,151.25,Cerrado
1130.61,151.25,Cerrado
1130.82,151.75,Cerrado
1131.01,151.25,Cerrado
1131.22,151.50,Cerrado
1131.43,151.25,Cerrado
1131.62,151.25,Cerrado
1131.83,151.25,Cerrado
1132.04,151.75,Cerrado
1132.23,151.25,Cerrado
1132.44,151.50,Cerrado
1132.64,151.50,Cerrado
1132.84,151.75,Cerrado
1133.04,151.75,Cerrado
1133.25,151.50,Cerrado
1133.46,151.25,Cerrado
1133.65,151.50,Cerrado
1133.86,151.50,Cerrado
1134.07,151.50,Cerrado
1134.26,151.50,Cerrado
1134.47,151.75,Cerrado
1134.68,151.50,Cerrado
1134.88,151.75,Cerrado
1135.09,151.75,Cerrado
1135.28,151.50,Cerrado
1135.49,151.50,Cerrado
1135.70,151.50,Cerrado
1135.91,151.50,Cerrado
1136.10,151.75,Cerrado
1136.31,151.75,Cerrado
1136.51,151.25,Cerrado
1136.72,151.50,Cerrado
1136.91,151.50,Cerrado
1137.12,152.00,Cerrado
1137.33,152.00,Cerrado
1137.52,152.00,Cerrado
1137.73,152.00,Cerrado
1137.94,151.50,Cerrado
1138.15,151.75,Cerrado
1138.35,151.75,Cerrado
1138.55,152.00,Cerrado
1138.75,151.75,Cerrado
1138.96,151.25,Cerrado
1139.17,152.00,Cerrado
1139.38,151.50,Cerrado
1139.57,151.50,Cerrado
1139.78,151.25,Cerrado
1139.97,152.50,Cerrado
1140.18,151.75,Cerrado
1140.38,151.75,Cerrado
1140.59,151.75,Cerrado
1140.80,151.75,Cerrado
1140.99,151.50,Cerrado
1141.20,151.75,Cerrado
1141.41,151.75,Cerrado
1141.60,151.75,Cerrado
1141.81,151.75,Cerrado
1142.02,151.75,Cerrado
1142.22,152.25,Cerrado
1142.42,152.25,Cerrado
1142.62,151.75,Cerrado
1142.83,152.00,Cerrado
1143.04,152.00,Cerrado
1143.23,152.00,Cerrado
1143.44,151.75,Cerrado
1143.65,152.25,Cerrado
1143.84,151.75,Cerrado
1144.05,152.00,Cerrado
1144.25,152.00,Cerrado
1144.45,152.00,Cerrado
1144.66,152.25,Cerrado
1144.86,152.25,Cerrado
1145.07,152.00,Cerrado
1145.26,152.00,Cerrado
1145.47,152.25,Cerrado
1145.68,152.25,Cerrado
1145.87,152.50,Cerrado
1146.06,152.25,Cerrado
1146.27,152.50,Cerrado
1146.48,152.50,Cerrado
1146.69,152.50,Cerrado
1146.88,152.25,Cerrado
1147.09,152.50,Cerrado
1147.29,152.25,Cerrado
1147.50,152.25,Cerrado
1147.71,151.75,Cerrado
1147.90,152.25,Cerrado
1148.11,152.25,Cerrado
1148.32,152.25,Cerrado
1148.52,152.50,Cerrado
1148.72,152.50,Cerrado
1148.92,152.25,Cerrado
1149.13,152.50,Cerrado
1149.32,152.50,Cerrado
1149.53,152.50,Cerrado
1149.74,152.50,Cerrado
1149.93,152.50,Cerrado
1150.14,151.75,Cerrado
1150.35,152.50,Cerrado
1150.56,151.75,Cerrado
1150.76,152.00,Cerrado
1150.96,152.75,Cerrado
1151.16,152.00,Cerrado
1151.37,151.75,Cerrado
1151.56,152.75,Cerrado
1151.77,152.75,Cerrado
1152.00,152.75,Cerrado
1152.19,152.25,Cerrado
1152.40,152.50,Cerrado
1152.60,152.25,Cerrado
1152.81,152.00,Cerrado
1153.00,152.75,Cerrado
1153.23,152.25,Cerrado
1153.43,152.25,Cerrado
1153.63,152.75,Cerrado
1153.83,152.25,Cerrado
1154.04,152.75,Cerrado
1154.23,152.75,Cerrado
1154.44,152.75,Cerrado
1154.65,152.00,Cerrado
1154.86,152.50,Cerrado
1155.07,152.50,Cerrado
1155.27,152.00,Cerrado
1155.48,152.50,Cerrado
1155.69,152.75,Cerrado
1155.88,152.50,Cerrado
1156.09,152.50,Cerrado
1156.30,152.25,Cerrado
1156.49,153.00,Cerrado
1156.70,152.75,Cerrado
1156.90,152.75,Cerrado
1157.10,152.50,Cerrado
1157.30,153.00,Cerrado
1157.51,152.25,Cerrado
1157.72,152.50,Cerrado
1157.91,152.50,Cerrado
1158.12,152.50,Cerrado
1158.33,152.75,Cerrado
1158.52,152.50,Cerrado
1158.73,153.00,Cerrado
1158.94,152.25,Cerrado
1159.14,152.50,Cerrado
1159.34,152.75,Cerrado
1159.54,152.25,Cerrado
1159.75,152.50,Cerrado
1159.96,152.50,Cerrado
1160.15,152.50,Cerrado
1160.36,152.75,Cerrado
1160.55,152.75,Cerrado
1160.76,152.50,Cerrado
1160.97,152.75,Cerrado
1161.18,152.25,Cerrado
1161.37,152.75,Cerrado
1161.57,152.50,Cerrado
1161.78,152.50,Cerrado
1161.97,152.50,Cerrado
1162.18,152.50,Cerrado
1162.39,152.75,Cerrado
1162.60,152.25,Cerrado
1162.79,153.00,Cerrado
1163.00,152.50,Cerrado
1163.21,152.75,Cerrado
1163.40,152.75,Cerrado
1163.61,152.50,Cerrado
1163.81,153.00,Cerrado
1164.02,152.50,Cerrado
1164.21,152.25,Cerrado
1164.42,152.75,Cerrado
1164.63,152.00,Cerrado
1164.82,152.50,Cerrado
1165.03,152.50,Cerrado
1165.24,152.75,Cerrado
1165.44,152.75,Cerrado
1165.64,152.25,Cerrado
1165.84,152.50,Cerrado
1166.05,152.50,Cerrado
1166.24,152.50,Cerrado
1166.45,152.50,Cerrado
1166.66,152.50,Cerrado
1166.85,153.00,Cerrado
1167.06,152.75,Cerrado
1167.27,152.50,Cerrado
1167.48,152.50,Cerrado
1167.67,152.50,Cerrado
1167.88,152.50,Cerrado
1168.07,152.50,Cerrado
1168.28,152.75,Cerrado
1168.48,152.25,Cerrado
1168.69,152.50,Cerrado
1168.88,152.75,Cerrado
1169.09,152.50,Cerrado
1169.30,152.75,Cerrado
1169.49,152.75,Cerrado
1169.70,152.50,Cerrado
1169.91,152.50,Cerrado
1170.10,152.75,Cerrado
1170.31,152.75,Cerrado
1170.51,153.00,Cerrado
1170.71,152.50,Cerrado
1170.91,152.50,Cerrado
1171.12,152.50,Cerrado
1171.33,152.75,Cerrado
1171.54,152.75,Cerrado
1171.73,152.50,Cerrado
1171.94,152.50,Cerrado
1172.15,152.50,Cerrado
1172.34,152.50,Cerrado
1172.55,152.75,Cerrado
1172.75,152.25,Cerrado
1172.96,152.50,Cerrado
1173.15,153.00,Cerrado
1173.36,152.50,Cerrado
1173.57,152.50,Cerrado
1173.76,152.50,Cerrado
1173.97,152.50,Cerrado
1174.18,152.50,Cerrado
1174.37,152.50,Cerrado
1174.58,152.75,Cerrado
1174.77,152.50,Cerrado
1174.98,152.25,Cerrado
1175.18,152.50,Cerrado
1175.39,152.75,Cerrado
1175.58,152.50,Cerrado
1175.79,152.50,Cerrado
1176.00,152.50,Cerrado
1176.19,152.50,Cerrado
1176.40,152.50,Cerrado
1176.61,152.25,Cerrado
1176.82,152.25,Cerrado
1177.01,152.25,Cerrado
1177.22,152.50,Cerrado
1177.42,152.50,Cerrado
1177.62,152.50,Cerrado
1177.82,152.50,Cerrado
1178.01,152.50,Cerrado
1178.24,152.50,Cerrado
1178.45,152.25,Cerrado
1178.65,152.50,Cerrado
1178.86,153.00,Cerrado
1179.07,152.50,Cerrado
1179.26,152.50,Cerrado
1179.45,152.50,Cerrado
1179.66,152.75,Cerrado
1179.87,152.50,Cerrado
1180.08,152.50,Cerrado
1180.27,152.50,Cerrado
1180.48,152.25,Cerrado
1180.69,152.50,Cerrado
1180.88,152.50,Cerrado
1181.09,152.50,Cerrado
1181.29,152.50,Cerrado
1181.49,152.50,Cerrado
1181.69,152.50,Cerrado
1181.90,152.50,Cerrado
1182.09,152.50,Cerrado
1182.30,152.50,Cerrado
1182.51,152.50,Cerrado
1182.72,152.50,Cerrado
1182.93,152.75,Cerrado
1183.12,152.75,Cerrado
1183.33,153.00,Cerrado
1183.53,152.75,Cerrado
1183.74,152.75,Cerrado
1183.93,152.50,Cerrado
1184.14,152.50,Cerrado
1184.35,152.75,Cerrado
1184.56,153.00,Cerrado
1184.75,152.75,Cerrado
1184.96,152.75,Cerrado
1185.16,152.50,Cerrado
1185.36,152.25,Cerrado
1185.56,152.25,Cerrado
1185.79,152.75,Cerrado
1186.00,152.50,Cerrado
1186.20,152.25,Cerrado
1186.40,152.75,Cerrado
1186.62,152.00,Cerrado
1186.81,152.00,Cerrado
1187.02,152.50,Cerrado
1187.23,152.50,Cerrado
1187.42,152.75,Cerrado
1187.63,153.00,Cerrado
1187.83,152.75,Cerrado
1188.04,152.50,Cerrado
1188.24,152.75,Cerrado
1188.44,152.50,Cerrado
1188.67,152.75,Cerrado
1188.86,152.75,Cerrado
1189.05,152.50,Cerrado
1189.26,152.75,Cerrado
1189.47,152.50,Cerrado
1189.67,152.75,Cerrado
1189.88,152.50,Cerrado
1190.07,152.75,Cerrado
1190.28,152.25,Cerrado
1190.49,152.75,Cerrado
1190.68,152.50,Cerrado
1190.89,152.50,Cerrado
1191.10,152.75,Cerrado
1191.29,152.75,Cerrado
1191.50,152.75,Cerrado
1191.70,152.75,Cerrado
1191.91,153.00,Cerrado
1192.10,153.00,Cerrado
1192.31,152.75,Cerrado
1192.52,152.75,Cerrado
1192.71,152.75,Cerrado
1192.92,152.75,Cerrado
1193.13,152.75,Cerrado
1193.34,152.50,Cerrado
1193.54,152.75,Cerrado
1193.75,152.75,Cerrado
1193.94,152.75,Cerrado
1194.15,152.75,Cerrado
1194.36,153.00,Cerrado
1194.55,152.75,Cerrado
1194.76,153.00,Cerrado
1194.97,153.00,Cerrado
1195.18,153.00,Cerrado
1195.38,152.50,Cerrado
1195.58,153.00,Cerrado
1195.78,153.00,Cerrado
1195.99,153.00,Cerrado
1196.18,153.00,Cerrado
1196.38,153.25,Cerrado
1196.58,153.00,Cerrado
1196.79,153.00,Cerrado
1197.00,153.00,Cerrado
1197.19,153.00,Cerrado
1197.40,153.00,Cerrado
1197.61,153.50,Cerrado
1197.81,153.00,Cerrado
1198.01,153.00,Cerrado
1198.21,152.50,Cerrado
1198.42,153.00,Cerrado
1198.63,152.25,Cerrado
1198.84,153.25,Cerrado
1199.03,153.50,Cerrado
1199.22,153.25,Cerrado
1199.43,153.25,Cerrado
1199.64,153.25,Cerrado
1199.84,153.00,Cerrado
1200.04,153.25,Cerrado
1200.24,153.00,Cerrado
1200.45,153.25,Cerrado
1200.65,152.75,Cerrado
1200.85,153.00,Cerrado
1201.06,153.25,Cerrado
1201.27,153.00,Cerrado
1201.48,153.25,Cerrado
1201.67,152.75,Cerrado
1201.88,153.25,Cerrado
1202.08,153.25,Cerrado
1202.29,153.25,Cerrado
1202.50,153.00,Cerrado
1202.69,153.25,Cerrado
1202.90,153.00,Cerrado
1203.11,153.25,Cerrado
1203.32,153.25,Cerrado
1203.52,153.25,Cerrado
1203.73,153.25,Cerrado
1203.94,153.00,Cerrado
1204.15,153.25,Cerrado
1204.36,153.25,Cerrado
1204.56,153.25,Cerrado
1204.77,153.25,Cerrado
1204.98,153.25,Cerrado
1205.17,153.25,Cerrado
1205.38,153.25,Cerrado
1205.57,153.50,Cerrado
1205.78,153.25,Cerrado
1205.97,153.25,Cerrado
1206.18,153.25,Cerrado
1206.39,153.25,Cerrado
1206.59,153.00,Cerrado
1206.80,152.75,Cerrado
1206.99,153.25,Cerrado
1207.20,153.25,Cerrado
1207.41,153.25,Cerrado
1207.60,153.25,Cerrado
1207.81,153.25,Cerrado
1208.00,153.25,Cerrado
1208.21,153.25,Cerrado
1208.42,153.25,Cerrado
1208.61,153.50,Cerrado
1208.82,153.50,Cerrado
1209.02,153.50,Cerrado
1209.23,153.25,Cerrado
1209.42,153.50,Cerrado
1209.63,153.50,Cerrado
1209.84,153.25,Cerrado
1210.03,153.25,Cerrado
1210.26,153.25,Cerrado
1210.45,153.25,Cerrado
1210.64,153.50,Cerrado
1210.85,153.50,Cerrado
1211.06,153.25,Cerrado
1211.26,153.25,Cerrado
1211.47,153.25,Cerrado
1211.66,153.50,Cerrado
1211.87,153.50,Cerrado
1212.08,153.00,Cerrado
1212.29,153.25,Cerrado
1212.50,153.25,Cerrado
1212.69,153.00,Cerrado
1212.88,153.50,Cerrado
1213.09,153.25,Cerrado
1213.29,153.50,Cerrado
1213.50,153.00,Cerrado
1213.70,153.50,Cerrado
1213.90,153.25,Cerrado
1214.11,153.50,Cerrado
1214.30,153.50,Cerrado
1214.51,153.50,Cerrado
1214.72,153.50,Cerrado
1214.93,153.50,Cerrado
1215.12,153.50,Cerrado
1215.33,153.50,Cerrado
1215.53,153.50,Cerrado
1215.73,153.25,Cerrado
1215.93,153.25,Cerrado
1216.14,153.50,Cerrado
1216.33,152.75,Cerrado
1216.54,153.50,Cerrado
1216.75,153.25,Cerrado
1216.94,153.50,Cerrado
1217.15,153.25,Cerrado
1217.36,153.25,Cerrado
1217.55,153.50,Cerrado
1217.76,153.25,Cerrado
1217.96,153.50,Cerrado
1218.16,153.50,Cerrado
1218.37,153.00,Cerrado
1218.57,153.50,Cerrado
1218.78,153.50,Cerrado
1218.99,153.00,Cerrado
1219.20,153.25,Cerrado
1219.40,153.50,Cerrado
1219.60,153.00,Cerrado
1219.80,153.50,Cerrado
1220.01,153.50,Cerrado
1220.22,153.50,Cerrado
1220.43,153.50,Cerrado
1220.62,153.50,Cerrado
1220.83,153.25,Cerrado
1221.04,153.00,Cerrado
1221.23,153.25,Cerrado
1221.44,153.50,Cerrado
1221.64,153.00,Cerrado
1221.83,153.50,Cerrado
1222.04,153.50,Cerrado
1222.25,153.25,Cerrado
1222.46,153.25,Cerrado
1222.65,153.50,Cerrado
1222.86,153.25,Cerrado
1223.07,153.25,Cerrado
1223.27,153.00,Cerrado
1223.47,153.25,Cerrado
1223.67,153.50,Cerrado
1223.88,153.00,Cerrado
1224.07,153.50,Cerrado
1224.28,153.50,Cerrado
1224.49,153.75,Cerrado
1224.68,152.50,Cerrado
1224.89,153.25,Cerrado
1225.10,153.75,Cerrado
1225.31,153.75,Cerrado
1225.50,153.25,Cerrado
1225.71,153.50,Cerrado
1225.91,153.00,Cerrado
1226.10,153.00,Cerrado
1226.31,153.50,Cerrado
1226.52,153.00,Cerrado
1226.71,153.50,Cerrado
1226.92,153.50,Cerrado
1227.13,152.50,Cerrado
1227.32,153.25,Cerrado
1227.53,153.25,Cerrado
1227.74,153.25,Cerrado
1227.93,153.75,Cerrado
1228.14,153.50,Cerrado
1228.34,153.75,Cerrado
1228.54,152.75,Cerrado
1228.74,153.50,Cerrado
1228.95,153.50,Cerrado
1229.16,153.25,Cerrado
1229.35,153.00,Cerrado
1229.56,153.50,Cerrado
1229.77,153.50,Cerrado
1229.96,153.25,Cerrado
1230.17,153.25,Cerrado
1230.38,153.50,Cerrado
1230.58,153.25,Cerrado
1230.77,153.25,Cerrado
1230.98,153.25,Cerrado
1231.19,153.25,Cerrado
1231.38,153.50,Cerrado
1231.59,153.50,Cerrado
1231.80,153.50,Cerrado
1232.01,153.25,Cerrado
1232.21,153.50,Cerrado
1232.41,153.50,Cerrado
1232.61,153.25,Cerrado
1232.82,153.50,Cerrado
1233.03,153.25,Cerrado
1233.22,153.50,Cerrado
1233.43,153.75,Cerrado
1233.64,153.75,Cerrado
1233.85,153.75,Cerrado
1234.04,153.75,Cerrado
1234.25,153.25,Cerrado
1234.45,153.50,Cerrado
1234.65,153.25,Cerrado
1234.85,153.50,Cerrado
1235.06,153.50,Cerrado
1235.27,153.00,Cerrado
1235.48,153.50,Cerrado
1235.67,153.50,Cerrado
1235.86,153.50,Cerrado
1236.07,153.25,Cerrado
1236.28,153.75,Cerrado
1236.48,153.50,Cerrado
1236.68,153.50,Cerrado
1236.88,153.25,Cerrado
1237.09,153.50,Cerrado
1237.30,153.50,Cerrado
1237.51,153.50,Cerrado
1237.70,153.00,Cerrado
1237.89,153.50,Cerrado
1238.10,153.50,Cerrado
1238.32,153.25,Cerrado
1238.50,153.50,Cerrado
1238.71,153.75,Cerrado
1238.92,153.50,Cerrado
1239.12,153.75,Cerrado
1239.32,153.00,Cerrado
1239.52,153.25,Cerrado
1239.73,153.25,Cerrado
1239.94,153.75,Cerrado
1240.15,153.00,Cerrado
1240.34,153.75,Cerrado
1240.55,153.25,Cerrado
1240.75,153.25,Cerrado
1240.98,153.25,Cerrado
1241.19,153.25,Cerrado
1241.39,153.50,Cerrado
1241.60,153.50,Cerrado
1241.81,153.50,Cerrado
1242.02,153.50,Cerrado
1242.21,153.25,Cerrado
1242.42,153.50,Cerrado
1242.63,153.00,Cerrado
1242.82,153.25,Cerrado
1243.03,153.25,Cerrado
1243.23,152.75,Cerrado
1243.42,153.00,Cerrado
1243.63,153.25,Cerrado
1243.84,153.25,Cerrado
1244.03,153.00,Cerrado
1244.24,153.50,Cerrado
1244.45,153.00,Cerrado
1244.66,153.25,Cerrado
1244.85,153.25,Cerrado
1245.06,153.25,Cerrado
1245.26,153.50,Cerrado
1245.47,153.25,Cerrado
1245.66,153.25,Cerrado
1245.87,153.25,Cerrado
1246.08,153.00,Cerrado
1246.29,152.75,Cerrado
1246.48,153.50,Cerrado
1246.69,153.50,Cerrado
1246.90,153.00,Cerrado
1247.10,153.50,Cerrado
1247.30,153.50,Cerrado
1247.50,153.25,Cerrado
1247.71,153.25,Cerrado
1247.90,153.00,Cerrado
1248.11,153.00,Cerrado
1248.32,153.25,Cerrado
1248.53,153.25,Cerrado
1248.73,153.25,Cerrado
1248.93,153.00,Cerrado
1249.13,152.75,Cerrado
1249.34,153.50,Cerrado
1249.55,153.25,Cerrado
1249.74,153.25,Cerrado
1249.95,153.50,Cerrado
1250.16,153.50,Cerrado
1250.37,153.50,Cerrado
1250.56,153.00,Cerrado
1250.77,153.50,Cerrado
1250.97,153.00,Cerrado
1253.01,153.25,Cerrado
1253.20,153.25,Cerrado
1253.60,153.25,Cerrado
1253.69,153.00,Cerrado
1253.87,152.75,Cerrado
1254.08,153.50,Cerrado
1254.27,153.50,Cerrado
1254.48,153.00,Cerrado
1254.68,153.00,Cerrado
1254.88,153.25,Cerrado
1255.08,153.50,Cerrado
1255.29,153.25,Cerrado
1255.50,153.00,Cerrado
1255.69,154.00,Cerrado
1255.90,153.75,Cerrado
1256.11,153.50,Cerrado
1256.32,153.25,Cerrado
1256.51,153.50,Cerrado
1256.72,153.25,Cerrado
1256.92,153.00,Cerrado
1257.13,153.75,Cerrado
1257.32,153.50,Cerrado
1257.53,153.25,Cerrado
1257.74,153.25,Cerrado
1257.95,153.50,Cerrado
1258.15,153.00,Cerrado
1258.35,153.50,Cerrado
1258.55,153.00,Cerrado
1258.76,153.25,Cerrado
1258.97,153.50,Cerrado
1259.16,153.25,Cerrado
1259.37,153.50,Cerrado
1259.58,153.50,Cerrado
1259.79,153.50,Cerrado
1259.98,153.00,Cerrado
1260.19,153.50,Cerrado
1260.39,153.00,Cerrado
1260.59,152.75,Cerrado
1260.79,153.25,Cerrado
1261.00,153.00,Cerrado
1261.21,153.25,Cerrado
1261.40,153.00,Cerrado
1261.61,153.00,Cerrado
1261.82,153.50,Cerrado
1262.01,153.50,Cerrado
1262.22,153.50,Cerrado
1262.42,153.50,Cerrado
1262.63,153.50,Cerrado
1262.82,153.25,Cerrado
1263.03,153.25,Cerrado
1263.24,153.00,Cerrado
1263.45,153.25,Cerrado
1263.64,153.50,Cerrado
1263.83,153.00,Cerrado
1264.04,152.75,Cerrado
1264.25,153.25,Cerrado
1264.46,153.25,Cerrado
1264.66,153.50,Cerrado
1264.87,153.25,Cerrado
1265.06,153.25,Cerrado
1265.27,153.50,Cerrado
1265.49,153.00,Cerrado
1265.69,153.75,Cerrado
1265.90,153.25,Cerrado
1266.10,153.50,Cerrado
1266.29,153.00,Cerrado
1266.50,153.50,Cerrado
1266.71,153.25,Cerrado
1266.92,153.50,Cerrado
1267.11,152.75,Cerrado
1267.32,153.25,Cerrado
1267.51,153.50,Cerrado
1267.72,153.50,Cerrado
1267.93,153.25,Cerrado
1268.13,153.25,Cerrado
1268.33,153.00,Cerrado
1268.53,153.25,Cerrado
1268.74,153.50,Cerrado
1268.95,153.50,Cerrado
1269.14,153.25,Cerrado
1269.35,153.25,Cerrado
1269.56,153.25,Cerrado
1269.75,153.25,Cerrado
1269.96,153.50,Cerrado
1270.16,153.00,Cerrado
1270.37,153.50,Cerrado
1270.56,153.25,Cerrado
1270.77,153.50,Cerrado
1270.98,153.75,Cerrado
1271.17,153.25,Cerrado
1271.38,153.00,Cerrado
1271.59,153.50,Cerrado
1271.78,153.00,Cerrado
1271.99,153.00,Cerrado
1272.20,153.25,Cerrado
1272.40,153.25,Cerrado
1272.60,153.25,Cerrado
1272.80,153.25,Cerrado
1273.01,153.25,Cerrado
1273.22,153.25,Cerrado
1273.43,153.50,Cerrado
1273.62,153.50,Cerrado
1273.83,153.25,Cerrado
1274.04,153.25,Cerrado
1274.24,153.25,Cerrado
1274.43,153.25,Cerrado
1274.64,153.25,Cerrado
1274.85,153.75,Cerrado
1275.06,153.75,Cerrado
1275.25,153.25,Cerrado
1275.46,153.25,Cerrado
1275.67,153.00,Cerrado
1275.87,153.50,Cerrado
1276.07,153.50,Cerrado
1276.27,153.25,Cerrado
1276.48,153.25,Cerrado
1276.67,153.25,Cerrado
1276.88,153.00,Cerrado
1277.09,153.00,Cerrado
1277.30,153.00,Cerrado
1277.51,153.25,Cerrado
1277.70,154.00,Cerrado
1277.91,153.75,Cerrado
1278.11,153.50,Cerrado
1278.32,153.00,Cerrado
1278.51,153.25,Cerrado
1278.72,153.25,Cerrado
1278.93,154.00,Cerrado
1279.12,153.50,Cerrado
1279.31,153.50,Cerrado
1279.52,153.50,Cerrado
1279.73,153.50,Cerrado
1279.94,153.75,Cerrado
1280.13,153.50,Cerrado
1280.34,154.00,Cerrado
1280.54,154.00,Cerrado
1280.75,153.50,Cerrado
1280.94,153.75,Cerrado
1281.15,153.75,Cerrado
1281.36,154.00,Cerrado
1281.55,154.00,Cerrado
1281.76,153.75,Cerrado
1281.97,153.50,Cerrado
1282.16,153.50,Cerrado
1282.37,153.50,Cerrado
1282.57,153.75,Cerrado
1282.78,153.75,Cerrado
1282.99,153.75,Cerrado
1283.18,154.00,Cerrado
1283.39,153.50,Cerrado
1283.60,153.75,Cerrado
1283.79,154.00,Cerrado
1284.00,153.75,Cerrado
1284.21,153.75,Cerrado
1284.41,153.75,Cerrado
1284.61,153.75,Cerrado
1284.81,153.75,Cerrado
1285.02,153.75,Cerrado
1285.23,154.00,Cerrado
1285.42,154.00,Cerrado
1285.63,154.00,Cerrado
1285.84,154.00,Cerrado
1286.03,154.00,Cerrado
1286.24,154.00,Cerrado
1286.44,154.00,Cerrado
1286.65,153.75,Cerrado
1286.85,153.75,Cerrado
1287.07,153.25,Cerrado
1287.28,153.75,Cerrado
1287.48,154.00,Cerrado
1287.68,154.00,Cerrado
1287.88,153.75,Cerrado
1288.09,153.75,Cerrado
1288.30,154.00,Cerrado
1288.49,154.00,Cerrado
1288.70,154.00,Cerrado
1288.91,153.75,Cerrado
1289.12,153.75,Cerrado
1289.31,153.75,Cerrado
1289.52,153.50,Cerrado
1289.71,153.75,Cerrado
1289.92,153.00,Cerrado
1290.12,153.75,Cerrado
1290.32,154.00,Cerrado
1290.52,153.75,Cerrado
1290.73,153.75,Cerrado
1290.94,153.75,Cerrado
1291.13,153.75,Cerrado
1291.34,153.75,Cerrado
1291.55,153.50,Cerrado
1291.75,153.50,Cerrado
1291.95,153.50,Cerrado
1292.15,153.75,Cerrado
